"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
0,0,0,0,0.3235,0.6995,0.7535,0.9555,0.834,0.424,0.175,0,0,0,0,0,0,0,0,0.154,0.994,0.993,0.9695,0.9695,0.985,1,0.9795,0.34,0,0,0,0,0,0,0,0,0.3725,0.1805,0,0,0.1105,0.3475,0.93,0.9855,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5395,1,0.4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4525,1,0.4375,0,0,0,0,0,0,0,0,0,0,0,0.079,0.127,0.738,1,0.2255,0,0,0,0,0,0,0,0,0.004,0.3205,0.8045,0.9775,1,1,0.6445,0.013,0,0,0,0,0,0,0,0,0.227,1,1,1,1,1,0.764,0,0,0,0,0,0,0,0,0,0.087,0.7875,0.9295,0.6765,0.3515,0.6,0.9895,0.157,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0.251,1,0.533,0,0,0,0,0,0,0.1875,0.263,0,0,0,0,0,0,0.8755,0.745,0,0,0,0,0,0,0.7975,0.7055,0,0,0,0,0,0,0.6935,0.783,0,0,0,0,0,0,0.6195,0.9955,0.7025,0.038,0,0,0,0.0265,0.9095,0.772,0,0,0,0,0,0,0.016,0.6565,1,0.8745,0.263,0,0,0.4505,1,0.4995,0,0,0,0,0,0,0,0.00750000000000001,0.393,0.882,0.991,0.8955,0.922,0.9945,0.7665,0.048,0,0,0,0,0,0,0,0,0,0.0645,0.4975,0.9325,0.8775,0.544,0.00650000000000001,0,0,0,0
0,0,0,0.3535,0.7285,0.7285,0.958,1,0.8165,0.7285,0.544,0.0705,0,0,0,0,0,0,0,0.4145,0.7365,0.627,0.627,0.627,0.844,0.8985,0.982,0.8875,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2235,0.998,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.5895,1,0.4765,0,0,0,0,0,0,0,0,0,0,0,0.0845,0.7745,1,0.8035,0.1045,0,0,0,0,0,0,0,0,0,0,0.0995,0.7785,0.9995,0.72,0.0495,0,0,0,0,0,0,0,0,0,0,0.528,0.9845,0.999,0.4595,0.0115,0,0,0,0,0,0,0,0,0,0,0.1505,0.995,0.976,0.2695,0.004,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.72,0.9855,0.561,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.3235,0.837,0.872,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00950000000000001,0.294,0.899,0.6465,0.017,0,0,0,0,0,0.0255,0.772,0.707,0.259,0.068,0.00700000000000001,0,0,0.1715,0.958,0.4975,0,0,0,0,0,0.056,0.95,0.944,0.849,1,0.7775,0.13,0,0.0015,0.883,0.96,0.068,0,0,0,0,0,0.2305,0.8885,0.4345,0.023,0.3445,0.1935,0.0285,0.481,0.999,0.859,0.014,0,0,0,0,0,0,0.123,0.8575,0.9015,0.6295,0.627,0.8675,1,0.9915,0.515,0,0,0,0,0,0,0,0,0.052,0.3595,0.65,0.8665,0.738,0.6785,0.318,0,0,0,0
0,0,0,0.0805,0.8,1,0.7505,0.307,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.143,0.3215,0.641,0.8675,0.8005,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5765,1,0.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900000000000001,0.823,0.8685,0.014,0,0,0,0,0,0,0,0,0,0,0,0.1235,0.3545,0.8745,0.93,0.0435,0,0,0,0,0,0,0,0,0.127,0.809,0.857,0.979,1,1,0.4115,0,0,0,0,0,0,0,0,0,0.097,0.772,0.857,0.9545,1,0.9475,0.3055,0.0045,0,0,0,0,0,0,0,0,0,0,0,0.118,0.4285,0.778,1,0.5735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.4265,0.9695,0.644,0,0,0,0,0,0.2565,0.857,0.597,0.0855,0,0,0,0,0,0.4895,0.9915,0.315,0,0,0,0,0.704,1,1,0.6425,0,0,0,0,0,0.052,0.897,0.6425,0,0,0,0,0.6945,1,1,0.734,0,0,0,0,0,0.001,0.939,0.7335,0,0,0,0,0.1965,0.999,1,1,0.233,0,0,0,0,0.1565,0.9775,0.58,0,0,0,0,0,0.5325,1,1,0.7325,0,0,0.015,0.349,0.8225,0.9445,0.0735,0,0,0,0,0,0.00700000000000001,0.5225,0.932,1,0.748,0.7145,0.885,1,0.925,0.2455,0,0,0,0,0,0,0,0,0.132,0.606,1,0.9965,0.714,0.54,0.133,0,0,0,0
0,0,0,0.0015,0.566,1,0.9365,0.351,0.01,0,0,0,0,0,0,0,0,0,0,0.339,1,0.96,1,1,0.8575,0.192,0.00900000000000001,0,0,0,0,0,0,0,0,0.0765,0.286,0.0115,0.4145,0.9035,1,1,0.5265,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0.6325,0.991,0.8425,0.0055,0,0,0,0,0,0,0,0,0.004,0.102,0.0935,0,0.0125,0.737,0.93,0.033,0,0,0,0,0,0,0,0,0.5205,0.9985,0.9905,0.7255,0.5245,0.994,0.184,0,0,0,0,0,0,0,0,5e-04,0.81,1,1,1,1,0.9975,0.478,0.004,0,0,0,0,0,0,0,0,0.1615,0.6185,0.8365,0.8365,0.8635,1,1,0.5575,0.0165,0,0,0,0,0,0,0,0,0,0,0,0.0205,0.351,0.952,1,0.3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522,1,0.657,0,0,0,0,0,0,0,0.291,0.534,0.1145,0,0,0,0.2405,1,0.832,0,0,0,0,0,0,0.296,0.973,1,0.879,0.071,0,0.0315,0.7405,0.9585,0.369,0,0,0,0,0,0,0.787,1,1,1,0.7855,0.123,0.5325,1,0.7025,0,0,0,0,0,0,0,0.8255,1,1,1,1,0.9615,0.9985,0.9185,0.146,0,0,0,0,0,0,0,0.317,1,1,1,1,1,1,0.36,0,0,0,0,0,0,0,0,0,0.4585,0.6735,0.784,0.776,0.797,1,0.548,0,0,0,0,0
0,0,0.038,0.4945,0.7975,1,1,1,1,1,1,0.67,0.331,0,0,0,0,0,0.564,1,1,1,1,1,1,1,1,1,0.966,0.328,0,0,0,0,0.1925,0.881,0.4505,0.1055,0.1055,0.2035,0.5265,0.5265,0.5265,0.923,1,0.9665,0.2645,0,0,0,0,0,0,0,0,0,0,0.0415,0.5285,0.8065,1,1,0.191,0,0,0,0,0,0,0,0,0,0.0255,0.6735,1,1,1,0.8385,0.0055,0,0,0,0.046,0.524,0.526,0.7165,0.9475,0.9475,0.9505,1,1,0.9815,0.764,0.0835,0,0,0,0,0.3365,1,1,1,1,1,1,1,0.9885,0.3615,0,0,0,0,0,0,0.00600000000000001,0.5255,1,0.7685,0.877,1,1,1,1,0.9025,0.3415,0,0,0,0,0,0,0,0,0,0,0.194,0.511,0.842,0.9955,1,1,0.6935,0.0375,0,0,0,0,0,0,0,0,0,0,0,0.313,0.7845,1,1,0.6535,0.016,0,0,0,0,0,0,0,0,0,0,0,0.0325,0.7075,1,1,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0.204,1,1,0.832,0,0,0,0,0,0,0,0,0,0.042,0.476,0.7895,0.9055,1,1,0.7955,0.782,0.9475,0.9475,0.9475,0.9475,0.9475,0.9475,0.9475,0.9475,0.953,1,1,1,1,0.904,0.186,0.4525,0.8995,1,1,1,1,1,1,1,1,1,1,1,0.8925,0.162,0,0,0.0965,0.313,0.5785,0.5785,0.5785,0.5785,0.896,1,0.8225,1,0.771,0.5785,0.161,0,0
0,0,0,0,0,0,0,0.229,0.7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.9155,0.4645,0,0,0,0,0,0,0,0,0,0,0,0.072,0.5015,0.965,0.9535,0.6925,0.6925,0.628,0.123,0,0,0,0,0,0,0,0,0.4165,0.779,0.483,0.313,0.231,0.231,0.609,0.6895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.8565,0.3965,0,0,0,0,0,0,0,0,0,0,0,0.023,0.4725,0.9335,0.51,0.002,0,0,0,0,0,0,0,0,0,0.0795,0.459,0.899,0.764,0.189,0,0,0,0,0,0,0,0,0,0.2755,0.6685,0.9165,1,1,0.9405,0.713,0.418,0.0555,0,0,0,0,0,0,0.033,0.857,0.686,0.296,0.045,0.002,0.1665,0.354,0.621,0.912,0.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2685,0.92,0.00650000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.995,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5465,0.7315,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.478,0.9295,0.1295,0,0,0,0,0,0,0,0.3075,0,0,0,0.1625,0.674,0.8845,0.1485,0,0,0,0,0,0,0,0.0425,0.873,0.233,0.3,0.6595,0.9825,0.6675,0.0885,0,0,0,0,0,0,0,0,0,0.4125,0.9265,0.919,0.6535,0.2005,0,0,0,0,0,0,0
0,0,0,0,0.1465,0.552,0.8755,1,1,0.8045,0.73,0.254,0,0,0,0,0,0,0,0,0.6295,1,0.9125,0.6625,0.418,0.5555,0.719,0.982,0.2435,0,0,0,0,0,0,0,0.0285,0.228,0.036,0,0,0,0.1115,1,0.3805,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.884,0.8285,0.071,0,0,0,0,0,0,0,0,0.1025,0.316,0.5445,0.8435,0.986,0.643,0.0845,0,0,0,0,0,0,0.0635,0.6255,0.7605,0.983,1,0.916,0.5775,0.1935,0,0,0,0,0,0,0,0,0.21,0.886,0.886,0.804,0.9325,0.9815,0.838,0.5995,0.1875,0,0,0,0,0,0,0,0,0,0,0,0.0355,0.1655,0.404,0.8005,0.987,0.577,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.2545,0.8655,0.5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.999,0.1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1385,1,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.988,0.123,0,0,0,0,0,0,0,0,0,0,0,0.022,0.469,0.9785,0.5405,0,0,0,0,0,0,0.0985,0.004,0,0,0.015,0.309,0.826,0.991,0.4725,0.0015,0,0,0,0,0,0,0.6145,0.605,0.418,0.655,0.9275,0.9985,0.706,0.167,0,0,0,0,0,0,0,0,0.1785,0.8505,1,0.858,0.6345,0.2265,0,0,0,0,0,0,0
0,0,0,0,0.0805,0.216,0.5945,1,0.9725,0.719,0.3595,0.036,0,0,0,0,0,0,0.00950000000000001,0.351,0.908,1,0.998,0.965,0.965,0.9935,1,0.7605,0.0665,0,0,0,0,0,0.375,1,1,1,0.565,0.0045,0,0.1835,0.4935,0.996,0.6455,5e-04,0,0,0,0,0.1385,0.851,0.8415,0.4015,0.058,0,0,0,0,0.7115,1,0.2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6805,1,0.427,0,0,0,0,0,0,0,0,0,0,0,0.012,0.4385,0.992,0.9965,0.1315,0,0,0,0,0,0,0,0,0,0,0.1725,0.5985,1,1,0.763,0.00650000000000001,0,0,0,0,0,0.403,0.75,0.9685,0.702,0.883,0.993,1,1,0.5775,0.0465,0,0,0,0,0,0,0.515,1,1,1,1,1,1,0.6795,0.02,0,0,0,0,0,0,0,0,0.4025,0.544,0.46,0.263,0.3565,0.7695,1,0.5715,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0.716,1,0.4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2475,1,0.9415,0.0565,0,0,0,0,0,0,0,0,0,0,0,0.0665,0.6035,1,0.982,0.0865,0,0,0,0,0.034,0.2455,0.2455,0.108,0.2455,0.3825,0.665,0.8995,1,1,0.6315,0,0,0,0,0,0.3145,1,1,0.9805,1,1,1,1,0.922,0.66,0.09,0,0,0,0,0,0.023,0.4725,0.719,0.8715,0.9605,0.5205,0.4385,0.2725,0.068,0,0,0,0,0
0,0,0,0,0,0,0,0.374,1,0.826,0.1315,0,0,0,0,0,0,0,0,0,0,0,0.443,0.9465,1,0.9695,0.331,0,0,0,0,0,0,0,0,0,0,0.5295,0.986,1,1,0.7105,0.0045,0,0,0,0,0,0,0,0,0,0.154,0.98,1,1,0.968,0.9785,0.739,0.0445,0,0,0,0,0,0,0,0,0,0.558,0.955,0.709,0.1405,0.42,1,0.573,0,0,0,0,0,0,0,0,0,0,0.058,0.0125,0,0.521,1,0.7745,0,0,0,0,0,0,0,0,0,0,0,0,0.1375,0.9185,1,0.5085,0,0,0,0,0,0,0,0,0,0.066,0.3425,0.5755,0.887,1,0.975,0.3515,0,0,0,0,0,0,0,0,0.125,0.937,1,1,1,1,0.91,0.161,0,0,0,0,0,0,0,0,0.115,0.8265,1,1,0.8815,0.5085,0.7765,0.95,0.2765,0,0,0,0,0,0,0,0,0.0375,0.3345,0.2865,0.0275,0,0.017,0.8085,0.9965,0.2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5705,1,0.6105,0,0,0,0,0.0035,0.4105,0.6305,0.068,0,0,0,0,0.059,0.8615,1,0.6775,0,0,0,0,0.581,1,0.9715,0.2135,0,0,0.0605,0.3725,0.852,1,1,0.3745,0,0,0,0,0.2935,0.9585,0.9865,0.846,0.625,0.6645,0.9445,1,1,1,0.561,0.037,0,0,0,0,0,0.144,0.3205,0.5385,0.842,0.903,0.9895,0.9755,0.5815,0.337,0.0235,0,0,0
0,0,0,0,0.03,0.1945,0.5655,0.8545,1,0.8595,0.4025,0.011,0,0,0,0,0,0,0,0.4925,0.876,1,1,1,1,1,1,0.6315,0,0,0,0,0,0,0,0.2715,0.963,1,1,0.9005,0.666,0.5725,0.963,0.997,0.3805,0,0,0,0,0,0,0,0.2115,0.4285,0.1625,0.0545,0,0,0.611,1,0.7555,5e-04,0,0,0,0,0,0,0,0,0,0,0,0.034,0.892,1,0.9395,0.0325,0,0,0,0,0,0,0,0,0,0,0.031,0.659,1,1,0.774,0.005,0,0,0,0,0,0,0.014,0.2455,0.5345,0.7145,0.8645,1,1,0.9445,0.2335,0,0,0,0,0,0,0.00950000000000001,0.515,0.9995,1,1,1,1,1,0.8195,0.0025,0,0,0,0,0,0,0.0905,0.994,1,1,1,1,0.8755,0.9205,1,0.609,0,0,0,0,0,0,0,0.6245,1,1,0.975,0.441,0.041,0.152,0.983,0.9865,0.1645,0,0,0,0,0,0,0,0.3235,0.432,0.061,0,0,0.0455,0.9145,1,0.652,0,0,0,0,0.4525,0.201,0,0,0,0,0,0,0.237,0.9975,1,0.786,0,0,0,0,0.5085,0.996,0.535,0.143,0.4115,0.7145,0.364,0.334,0.9925,1,1,0.5525,0,0,0,0,0.0285,0.6935,1,1,1,1,1,1,1,1,0.8165,0.053,0,0,0,0,0,0.014,0.458,0.891,1,1,1,1,0.993,0.6365,0.15,0,0,0,0,0,0,0,0,0.057,0.3465,0.547,0.796,0.5955,0.306,0.004,0,0,0,0
0,0,0,0.0135,0.341,0.5415,0.8615,0.7785,0.6555,0.3665,0.0675,0,0,0,0,0,0,0,0.1195,0.767,0.97,0.6865,0.647,0.647,0.774,0.947,0.9755,0.735,0.3745,0.0255,0,0,0,0.00750000000000001,0.8455,0.5635,0.231,0,0,0,0,0.061,0.2415,0.531,0.899,0.763,0.1075,0,0,0.1005,0.8445,0.01,0,0,0.0705,0.3405,0.795,0.941,0.2885,0,0.025,0.6565,0.703,0,0,0,0.765,0.7635,0.6,0.806,1,0.9415,0.794,0.64,0.2095,0,0,0.208,0.951,0.0175,0,0,0.11,0.5545,0.491,0.467,0.323,0.00650000000000001,0,0,0,0,0.2235,0.84,0.473,0,0,0,0,0,0,0,0,0,0,0,0.0705,0.488,0.9485,0.6095,0.0155,0,0,0,0,0,0,0,0,0,0.162,0.7125,0.9625,0.843,0.227,0,0,0,0,0,0,0,0,0,0,0,0.0415,0.4415,0.753,0.894,0.2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3315,0.9375,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.7245,0,0,0.0155,0.562,0.3085,0,0,0,0,0,0,0,0,0,0.2835,0.9375,0.0105,0,0.002,0.8225,0.38,0,0,0,0,0,0,0,0,0.0745,0.7465,0.66,0,0,0,0.238,0.6735,0.0715,0,0,0,0,0,0.0855,0.421,0.89,0.707,0.0695,0,0,0,0,0.3165,0.7885,0.469,0.181,0.1765,0.3805,0.6165,0.964,0.8855,0.4665,0.0155,0,0,0,0,0,0,0.0935,0.621,0.9185,1,0.929,0.6645,0.455,0.0515,0,0,0,0,0
0,0,0,0,0,0,0.14,0.4115,0.6275,0.9045,0.6015,0.074,0,0,0,0,0,0,0,0.1935,0.5115,0.6235,0.9465,1,1,1,1,0.4655,0,0,0,0,0,0,0.2415,0.9825,1,0.9915,0.977,0.659,0.605,0.9975,1,0.62,0,0,0,0,0,0,0.115,0.8785,0.759,0.3245,0,0,0.118,1,1,0.4865,0,0,0,0,0,0,0,0.056,0.013,0,0,0.0285,0.7835,1,0.574,0.0195,0,0,0,0,0,0,0,0,0,0,0,0.6355,1,0.756,0.0595,0.00650000000000001,0,0,0,0,0,0,0,0,0,0,0.339,0.983,1,1,1,0.538,0.072,0,0,0,0,0,0,0,0.044,0.677,0.9795,1,1,1,1,1,0.785,0.06,0,0,0,0,0,0,0.55,1,0.9715,0.589,0.186,0.186,0.294,0.9435,1,0.475,0,0,0,0,0,0,0.2945,0.9165,0.2595,0,0,0,0,0.578,1,0.7705,0.005,0,0,0,0,0,0,0.0345,0,0,0,0,0,0.3905,1,0.778,0.003,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.4675,1,0.598,0,0,0,0,0,0,0,0,0,0,0,0.186,0.506,1,1,0.302,0,0,0,0.002,0.603,0.605,0.4595,0.2325,0.43,0.605,0.7115,0.989,1,1,0.576,0.0045,0,0,0,0.00650000000000001,0.7895,1,1,1,1,1,1,0.9735,0.8835,0.614,0.069,0,0,0,0,0,0.0745,0.3255,0.6275,0.8915,0.9175,0.6275,0.4975,0.199,0,0,0,0,0,0
0,0,0,0,0,0.0225,0.6285,1,0.852,0.6495,0.113,0,0,0,0,0,0,0,0,0,0.3075,0.8795,1,1,1,1,0.7095,0.0495,0,0,0,0,0,0,0,0.053,0.9245,1,0.814,0.2025,0.398,1,1,0.251,0,0,0,0,0,0,0,0.0595,0.759,0.8895,0.1175,0,0.092,0.9965,1,0.294,0,0,0,0,0,0,0,0,0.0305,0.0565,0,0,0.3715,1,0.9185,0.0565,0,0,0,0,0,0,0,0,0,0,0.088,0.52,0.981,0.998,0.3975,0,0,0,0,0,0,0,0,0,0,0.304,0.821,1,1,1,0.199,0,0,0,0,0,0,0,0,0,0.6665,0.9945,1,1,1,1,0.974,0.369,0,0,0,0,0,0,0,0,0.748,0.994,0.7175,0.369,0.17,0.569,1,0.728,0.013,0,0,0,0,0,0,0,0.073,0.1875,0,0,0,0.1345,0.9285,0.9845,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.958,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525,1,0.7105,0,0,0,0,0,0,0,0,0.2565,0.2,0,0,0.1065,0.8415,0.994,0.3755,0,0,0,0,0,0,0,0.1105,0.966,0.9515,0.453,0.4145,0.9425,1,0.7175,0,0,0,0,0,0,0,0,0.0255,0.6465,0.992,1,1,1,0.916,0.1415,0,0,0,0,0,0,0,0,0,0,0.261,0.9405,1,0.849,0.223,0,0,0,0,0,0
0,0,0,0,0,0.01,0.339,0.743,1,0.988,0.5,0.0025,0,0,0,0,0,0,0,0,0.0165,0.535,0.9995,0.8165,0.842,1,1,0.173,0,0,0,0,0,0,0,0,0.379,0.9265,0.353,0.0105,0.011,0.7375,1,0.2225,0,0,0,0,0,0,0,0.3515,0.96,0.266,0,0,0.1405,0.8915,0.875,0.0185,0,0,0,0,0,0,0,0.263,0.193,0,0,0.149,0.846,0.985,0.2355,0,0,0,0,0,0,0,0,0,0.0035,0.426,0.812,0.9655,1,0.9395,0.439,0.0115,0,0,0,0,0,0,0,0,0.536,0.9935,0.9435,0.741,0.892,1,1,0.393,0,0,0,0,0,0,0,0,0.1245,0.242,0.0035,0,0.069,0.634,1,0.903,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0.9475,1,0.4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,1,0.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1,0.3655,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.889,0.9955,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0.1035,0.9825,0.75,0.004,0,0,0,0,0,0,0.0385,0.2805,0,0,5e-04,0.1765,0.831,0.969,0.2965,0,0,0,0,0,0,0,0.3175,1,0.822,0.8115,0.8115,0.986,0.9465,0.4005,0,0,0,0,0,0,0,0,0.054,0.588,0.959,1,0.9555,0.574,0.175,0,0,0,0,0,0
0,0,0,0,0,0.278,0.9465,1,0.818,0.2115,0,0,0,0,0,0,0,0,0,0,0.14,0.967,0.962,0.979,1,0.9365,0.297,0,0,0,0,0,0,0,0,0,0.3365,0.547,0.0715,0.116,0.503,1,0.866,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.6945,1,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.9775,0.952,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7265,1,0.235,0,0,0,0,0,0,0,0,0,0.0405,0.212,0.3885,0.152,0.7275,1,0.212,0,0,0,0,0,0,0,0,0.018,0.7365,1,1,0.992,0.9935,0.9235,0.0665,0,0,0,0,0,0,0,0,0.0645,0.9135,1,1,1,1,1,0.734,0.01,0,0,0,0,0,0,0,0,0.115,0.42,0.4545,0.3495,0.2655,0.819,0.9995,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,1,0.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604,1,0.3355,0,0,0,0,0.394,0.569,0.1685,0,0,0,0,0,0.064,0.8935,1,0.173,0,0,0,0,0.1795,0.9035,0.988,0.736,0.287,0.021,0,0.17,0.817,1,0.677,0.01,0,0,0,0,0,0.0475,0.4395,0.944,1,0.9475,0.9395,0.981,1,0.7345,0.07,0,0,0,0,0,0,0,0,0.1505,0.574,0.8125,1,0.813,0.515,0.021,0,0,0,0
0,0,0,0,0,0.3805,1,0.6565,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0.624,0.643,0.983,0.858,0.2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.9635,0.942,0.1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2535,0.944,0.7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1865,0.8945,0.747,0,0,0,0,0,0,0,0,0,0,0.0645,0.6665,0.914,0.987,0.9135,0.2105,0,0,0,0,0,0,0,0,0,0,0.089,0.889,1,0.9745,0.38,0.0025,0,0,0,0,0,0,0,0,0,0,0,0.109,0.552,0.9455,1,0.7355,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0.1535,0.5765,0.966,1,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1655,0.826,0.9985,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1855,1,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,1,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0.0505,0.8075,1,0.236,0,0,0,0,0.645,0.6595,0.4285,0.179,0.105,0,0.078,0.329,0.806,1,0.5655,0.003,0,0,0,0,0.1035,0.771,1,1,1,0.896,0.971,1,0.981,0.492,0.00700000000000001,0,0,0,0,0,0,0.013,0.2785,0.593,0.7895,0.92,0.88,0.59,0.1455,0,0,0,0,0
0,0,0,0,0,0.001,0.2505,0.259,0.259,0.259,0.259,0.259,0.259,0.1645,0,0,0.351,0.5675,0.5675,0.764,0.913,0.913,0.991,1,1,1,1,1,1,0.9745,0.6095,0.105,0.7955,1,1,1,1,1,0.9185,0.826,1,1,1,1,1,1,1,0.7165,0.376,0.9825,1,0.8805,0.7885,0.5055,0.1195,5e-04,0.158,0.1605,0.1905,0.428,1,1,1,0.804,0,0.1595,0.1975,0.053,0,0,0,0.0275,0.445,0.474,0.827,1,1,1,1,0.4095,0,0,0,0,0,0,0,0.2385,0.984,1,1,1,0.9785,0.92,0.31,0.026,0,0,0,0,0,0,0,0,0.4225,0.9875,1,1,0.5675,0,0,0,0,0,0,0,0,0,0,0,0,0.2135,0.743,1,0.957,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516,1,0.994,0.1485,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.63,1,0.5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4745,1,0.9465,0.054,0,0,0.279,0.5435,0.5435,0.342,0,0,0,0,0.047,0.427,0.8695,1,0.9745,0.0795,0,0.1215,0.97,1,1,0.9985,0.6425,0.161,0.1645,0.4965,0.67,1,1,1,0.642,5e-04,0,0.0115,0.6685,0.9995,1,1,1,1,1,1,1,1,0.917,0.7415,0.124,0,0,0,0,0.367,0.783,0.913,0.953,1,1,1,0.9235,0.568,0.1505,0,0,0,0,0,0,0,0,0,0.099,0.259,0.259,0.259,0.1085,0,0,0,0,0
